t,s_rel,lambda_pairwise,lambda_with_hyperedge,lambda_gain
0.7334669338677354,-1.4165330661322644,0.4,0.4,0.0
0.7454909819639278,-1.4045090180360722,0.4,0.4,0.0
0.7575150300601202,-1.3924849699398796,0.4,0.4,0.0
0.7695390781563126,-1.3804609218436874,0.4,0.4,0.0
0.781563126252505,-1.3684368737474948,0.4,0.4,0.0
0.7935871743486974,-1.3564128256513026,0.4,0.4,0.0
0.8056112224448898,-1.34438877755511,0.4,0.4,0.0
0.8176352705410822,-1.3323647294589178,0.4,0.4,0.0
0.8296593186372745,-1.3203406813627254,0.4,0.4,0.0
0.8416833667334669,-1.308316633266533,0.4,0.4,0.0
0.8537074148296593,-1.2962925851703406,0.4,0.4,0.0
0.8657314629258517,-1.2842685370741482,0.4,0.4,0.0
0.8777555110220441,-1.2722444889779558,0.4,0.4,0.0
0.8897795591182365,-1.2602204408817634,0.4,0.4,0.0
0.9018036072144289,-1.248196392785571,0.4,0.4,0.0
0.9138276553106213,-1.2361723446893786,0.4,0.4,0.0
0.9258517034068137,-1.2241482965931862,0.4,0.4,0.0
0.937875751503006,-1.2121242484969939,0.4,0.4,0.0
0.9498997995991983,-1.2001002004008017,0.4,0.4,0.0
0.9619238476953907,-1.188076152304609,0.4,0.4,0.0
0.9739478957915831,-1.1760521042084169,0.4,0.4,0.0
0.9859719438877755,-1.1640280561122243,0.4,0.4,0.0
0.9979959919839679,-1.152004008016032,0.4,0.4,0.0
1.0100200400801602,-1.1399799599198397,0.4,0.4,0.0
1.0220440881763526,-1.1279559118236473,0.4,0.4,0.0
1.034068136272545,-1.115931863727455,0.4,0.4,0.0
1.0460921843687374,-1.1039078156312625,0.4,0.4,0.0
1.0581162324649298,-1.09188376753507,0.4,0.4,0.0
1.0701402805611222,-1.0798597194388777,0.4,0.4,0.0
1.0821643286573146,-1.0678356713426853,0.4,0.4,0.0
1.094188376753507,-1.055811623246493,0.4,0.4,0.0
1.1062124248496994,-1.0437875751503005,0.4,0.4,0.0
1.1182364729458918,-1.0317635270541081,0.4,0.4,0.0
1.1302605210420842,-1.0197394789579157,0.4,0.4,0.0
1.1422845691382766,-1.0077154308617233,0.4,0.4,0.0
1.154308617234469,-0.9956913827655309,0.4,0.4,0.0
1.1663326653306614,-0.9836673346693385,0.4,0.4,0.0
1.1783567134268538,-0.9716432865731461,0.4,0.4,0.0
1.1903807615230462,-0.9596192384769537,0.4,0.4,0.0
1.2024048096192386,-0.9475951903807613,0.4,0.4,0.0
1.2144288577154307,-0.9355711422845692,0.4,0.4,0.0
1.2264529058116231,-0.9235470941883768,0.4,0.4,0.0
1.2384769539078155,-0.9115230460921844,0.4,0.4,0.0
1.250501002004008,-0.899498997995992,0.4,0.4,0.0
1.2625250501002003,-0.8874749498997996,0.4,0.4,0.0
1.2745490981963927,-0.8754509018036072,0.4,0.4,0.0
1.2865731462925851,-0.8634268537074148,0.4,0.4,0.0
1.2985971943887775,-0.8514028056112224,0.4,0.4,0.0
1.31062124248497,-0.83937875751503,0.4,0.4,0.0
1.3226452905811623,-0.8273547094188376,0.4,0.4,0.0
1.3346693386773547,-0.8153306613226452,0.4,0.4,0.0
1.346693386773547,-0.8033066132264528,0.4,0.4,0.0
1.3587174348697395,-0.7912825651302604,0.4,0.4,0.0
1.370741482965932,-0.779258517034068,0.4,0.4,0.0
1.3827655310621243,-0.7672344689378756,0.4,0.4,0.0
1.3947895791583167,-0.7552104208416832,0.4,0.4,0.0
1.406813627254509,-0.7431863727454908,0.4,0.4,0.0
1.4188376753507015,-0.7311623246492984,0.4,0.4,0.0
1.4308617234468937,-0.7191382765531062,0.4,0.4,0.0
1.442885771543086,-0.7071142284569139,0.4,0.4,0.0
1.4549098196392785,-0.6950901803607215,0.4,0.4,0.0
1.4669338677354709,-0.6830661322645291,0.4,0.4,0.0
1.4789579158316633,-0.6710420841683367,0.4,0.4,0.0
1.4909819639278556,-0.6590180360721443,0.4,0.4,0.0
1.503006012024048,-0.6469939879759519,0.4,0.4,0.0
1.5150300601202404,-0.6349699398797595,0.4,0.4,0.0
1.5270541082164328,-0.6229458917835671,0.4,0.4,0.0
1.5390781563126252,-0.6109218436873747,0.4,0.4,0.0
1.5511022044088176,-0.5988977955911823,0.7196651052235049,0.7196651052235049,0.0
1.56312625250501,-0.5868737474949899,0.7160343960472028,0.7160343960472028,0.0
1.5751503006012024,-0.5748496993987975,0.712444923930897,0.712444923930897,0.0
1.5871743486973948,-0.5628256513026051,0.7088962205101349,0.7088962205101349,0.0
1.5991983967935872,-0.5508016032064127,0.7053878227400778,0.7053878227400778,0.0
1.6112224448897796,-0.5387775551102203,0.7019192728350824,0.7019192728350824,0.0
1.623246492985972,-0.5267535070140279,0.6984901182089671,0.6984901182089671,0.0
1.6352705410821644,-0.5147294589178355,0.6950999114159575,0.6950999114159575,0.0
1.6472945891783568,-0.5027054108216431,0.6917482100923027,0.6917482100923027,0.0
1.659318637274549,-0.49068136272545093,0.6884345768985538,0.6884345768985538,0.0
1.6713426853707414,-0.47865731462925853,0.685158579462499,0.685158579462499,0.0
1.6833667334669338,-0.46663326653306614,0.6819197903227463,0.6819197903227463,0.0
1.6953907815631262,-0.45460921843687374,0.6787177868729474,0.6787177868729474,0.0
1.7074148296593186,-0.44258517034068134,0.6755521513066547,0.6755521513066547,0.0
1.719438877755511,-0.43056112224448895,0.6724224705628044,0.6724224705628044,0.0
1.7314629258517034,-0.41853707414829655,0.6693283362718196,0.6693283362718196,0.0
1.7434869739478958,-0.40651302605210415,0.6662693447023251,0.6662693447023251,0.0
1.7555110220440882,-0.39448897795591176,0.6632450967084667,0.6632450967084667,0.0
1.7675350701402806,-0.38246492985971936,0.6602551976778305,0.6602551976778305,0.0
1.779559118236473,-0.37044088176352696,0.6572992574799519,0.6572992574799519,0.0
1.7915831663326653,-0.35841683366733457,0.6543768904154109,0.6543768904154109,0.0
1.8036072144288577,-0.34639278557114217,0.6514877151655045,0.6514877151655045,0.0
1.8156312625250501,-0.3343687374749498,0.6486313547424918,0.6486313547424918,0.0
1.8276553106212425,-0.3223446893787574,0.6458074364404023,0.6458074364404023,0.0
1.839679358717435,-0.310320641282565,0.6430155917864058,0.6430155917864058,0.0
1.8517034068136273,-0.2982965931863726,0.6402554564927317,0.6402554564927317,0.0
1.8637274549098197,-0.2862725450901802,0.6375266704091367,0.6375266704091367,0.0
1.875751503006012,-0.274248496993988,0.6348288774759107,0.6348288774759107,0.0
1.8877755511022043,-0.2622244488977956,0.632161725677417,0.632161725677417,0.0
1.8997995991983967,-0.2502004008016032,0.6295248669961612,0.6295248669961612,0.0
1.911823647294589,-0.23817635270541082,0.62691795736738,0.62691795736738,0.0
1.9238476953907815,-0.22615230460921842,0.6243406566341472,0.6243406566341472,0.0
1.9358717434869739,-0.21412825651302603,0.6217926285029887,0.6217926285029887,0.0
1.9478957915831663,-0.20210420841683363,0.619273540500002,0.619273540500002,0.0
1.9599198396793587,-0.19008016032064123,0.6167830639274747,0.6167830639274747,0.0
1.971943887775551,-0.17805611222444884,0.6143208738209941,0.6143208738209941,0.0
1.9839679358717435,-0.16603206412825644,0.6118866489070457,0.6118866489070457,0.0
1.9959919839679359,-0.15400801603206404,0.6094800715610922,0.6094800715610922,0.0
2.0080160320641283,-0.14198396793587165,0.607100827766129,0.607100827766129,0.0
2.0200400801603204,-0.12995991983967947,0.6047486070717103,0.6047486070717103,0.0
2.032064128256513,-0.11793587174348685,0.6024231025534408,0.6024231025534408,0.0
2.0440881763527052,-0.10591182364729468,0.6001240107729273,0.6001240107729273,0.0
2.056112224448898,-0.09388777555110206,0.5978510317381852,0.5978510317381852,0.0
2.06813627254509,-0.08186372745490988,0.5956038688644946,0.5956038688644946,0.0
2.0801603206412826,-0.06983967935871727,0.5933822289357009,0.5933822289357009,0.0
2.092184368737475,-0.05781563126252509,0.5911858220659562,0.5911858220659562,0.0
2.1042084168336674,-0.04579158316633247,0.5890143616618922,0.5890143616618922,0.0
2.1162324649298596,-0.0337675350701403,0.586867564385227,0.586867564385227,0.0
2.1282565130260522,-0.02174348697394768,0.5847451501157924,0.5847451501157924,0.0
2.1402805611222444,-0.009719438877755504,0.5826468419149841,0.5826468419149841,0.0
2.152304609218437,0.0023046092184371147,0.8998725311685141,1.5284947313644506,0.6286222001959366
2.164328657314629,0.01432865731462929,0.894195052594098,1.5156774544405,0.6214824018464019
2.176352705410822,0.02635270541082191,0.8885820579849991,1.5030057542597797,0.6144236962747806
2.188376753507014,0.03837675350701408,0.8830328149418386,1.4904779773830856,0.607445162441247
2.200400801603206,0.05040080160320626,0.8775465993837215,1.478092489150731,0.6005458897670095
2.212424849699399,0.06242484969939888,0.8721226954537564,1.465847673469253,0.5937249780154964
2.224448897795591,0.07444889779559105,0.8667603954256506,1.4537419326005416,0.5869815371748909
2.2364729458917836,0.08647294589178367,0.861458999611361,1.4417736869533595,0.5803146873419984
2.2484969939879758,0.09849699398797584,0.8562178162697986,1.429941374877235,0.5737235586074362
2.2605210420841684,0.11052104208416846,0.8510361615165681,1.4182434524586913,0.5672072909421233
2.2725450901803605,0.12254509018036064,0.8459133592347323,1.4066783933197953,0.560765034085063
2.284569138276553,0.13456913827655326,0.8408487409865899,1.3952446884189869,0.554395947432397
2.2965931863727453,0.14659318637274543,0.8358416459264577,1.3839408458541804,0.5480991999277228
