time,node
3.014200,4
3.020400,3
3.026300,3
3.053100,3
3.060000,3
3.060000,6
3.066500,3
3.069000,6
3.073600,3
3.080700,3
3.096400,6
3.110100,3
3.111500,2
3.117700,0
3.119700,2
3.157900,0
3.170400,0
3.182500,0
3.217100,0
3.229800,6
3.231400,0
3.233500,2
3.237600,2
3.271000,0
3.290500,2
3.296300,2
3.298900,0
3.306200,0
3.322700,0
3.370900,4
3.384500,4
3.390000,2
3.397800,4
3.403900,0
3.409100,0
3.419500,0
3.455900,0
3.473900,4
3.478800,4
3.482400,6
3.488800,4
3.506000,0
3.514100,0
3.515200,1
3.520400,2
3.520900,0
3.537900,3
3.542100,6
3.574600,3
3.579100,1
3.602500,0
3.610100,4
3.610500,2
3.614500,2
3.622200,4
3.628500,4
3.658500,0
3.663600,2
3.685800,4
3.687100,2
3.698200,4
3.701000,3
3.705700,0
3.707300,3
3.707500,2
3.714400,2
3.765900,3
3.779700,6
3.783900,6
3.810600,0
3.818400,6
3.823000,4
3.825100,6
3.833100,2
3.835100,4
3.837700,2
3.843700,2
3.845300,4
3.855800,4
3.856500,0
3.867100,4
3.892100,4
3.924800,4
3.933300,6
3.934500,4
3.936900,2
3.944400,2
3.945000,0
3.964000,0
3.974400,0
4.022600,2
4.027600,2
4.038000,3
4.063900,0
4.069300,0
4.071700,3
4.078800,5
4.084900,0
4.091000,5
4.095000,0
4.096100,1
4.106200,0
4.114500,0
4.121900,0
4.122400,6
4.139500,0
4.143100,4
4.144400,1
4.150500,3
4.152900,4
4.169000,0
4.195400,1
4.200600,1
4.203200,6
4.242300,3
4.246900,2
4.249600,3
4.252000,2
4.260000,1
4.265600,3
4.275900,6
4.287400,3
4.294500,3
4.296000,2
4.297200,0
4.326900,4
4.331400,2
4.335800,2
4.339100,4
4.346900,0
4.348700,4
4.354200,0
4.366500,0
4.374300,4
4.376000,0
4.388200,4
4.398300,4
4.401100,0
4.414200,1
4.418800,0
4.428300,0
4.435200,5
4.440800,4
4.444400,3
4.444800,5
4.453100,5
4.457300,0
4.459600,5
4.460100,3
4.465300,0
4.465900,4
4.467600,5
4.469300,2
4.473200,2
4.478300,4
4.481900,2
4.504800,6
4.546600,6
4.554800,3
4.559600,0
4.561000,3
4.567700,3
4.573900,2
4.590700,2
4.673800,4
4.680200,0
4.689200,0
4.695800,0
4.702500,0
4.709700,0
4.710400,4
4.718700,6
4.719200,4
4.720300,0
4.726700,4
4.736000,0
4.755700,0
4.765200,0
4.779400,4
4.797300,4
4.838100,0
4.845800,0
4.851900,6
4.856800,6
4.892300,4
4.900000,3
4.912900,2
4.917100,2
4.920400,6
4.944000,2
4.946800,0
4.949000,2
4.954600,3
4.956500,0
4.961400,3
4.973900,0
4.991000,0
5.009600,0
5.011300,3
5.027400,0
5.064900,3
5.072700,6
5.075600,0
5.078000,4
5.085000,0
5.086700,4
5.094100,0
5.101400,0
5.108800,0
5.112900,3
5.118600,0
5.129700,4
5.131400,1
5.137700,2
5.144100,1
5.147200,1
5.149900,1
5.156200,1
5.200200,6
5.210000,0
5.217600,0
5.228300,0
5.241600,1
5.246900,6
5.283000,4
5.296800,4
5.306200,2
5.306500,4
5.309700,2
5.315500,2
5.324500,4
5.337600,4
5.349300,4
5.358100,0
5.361500,4
5.373000,4
5.373300,0
5.374100,6
5.385900,6
5.386400,4
5.399700,0
5.409200,0
5.418200,0
5.447500,3
5.470100,0
5.478000,0
5.490900,3
5.493600,0
5.495500,1
5.502700,0
5.508900,3
5.549900,0
5.550500,6
5.556200,6
5.566500,4
5.576300,4
5.577100,0
5.577600,1
5.584900,0
5.589400,4
5.595900,2
5.599300,2
5.603900,2
5.657500,2
5.662200,2
5.663900,6
5.670600,6
5.677900,2
5.679700,3
5.690300,4
5.706800,4
5.730200,2
5.731300,0
5.738000,0
5.744500,0
5.751100,0
5.757000,0
5.758400,6
5.769300,0
5.778300,0
5.788100,0
5.803400,0
5.819100,0
5.827100,6
5.833400,4
5.835600,1
5.845600,4
5.856600,0
5.865900,0
5.887000,3
5.905900,1
5.915200,2
5.924200,1
5.930000,0
5.931100,3
5.935500,2
5.937900,3
5.940200,2
5.947300,2
5.960800,3
5.972800,1
5.976700,3
5.978500,6
5.983600,3
5.989600,0
5.996900,5
6.004000,5
6.010400,5
6.017200,5
6.041800,4
6.074600,2
6.096800,4
6.097100,1
6.102300,4
6.122300,6
6.122900,2
6.125500,4
6.181300,4
6.194600,4
6.207700,0
6.215300,0
6.225400,0
6.253300,4
6.267000,4
6.288000,0
6.305400,6
6.311900,0
6.328300,2
6.329200,0
6.333100,2
6.339400,2
6.364700,0
6.396500,4
6.409200,4
6.435800,4
6.447000,0
6.494300,2
6.494400,4
6.499000,2
6.502600,6
6.505600,4
6.528400,0
6.543500,3
6.543600,0
6.553200,0
6.555800,4
6.576600,6
6.584000,4
6.592700,3
6.593600,0
6.618000,0
6.634500,0
6.649300,3
6.665800,3
6.683000,6
6.697800,2
6.701800,2
6.708700,0
6.711500,2
6.716400,0
6.724300,0
6.742700,4
6.743300,0
6.768200,2
6.774500,2
6.785200,0
6.792900,6
6.793700,0
6.816500,4
6.828100,2
6.828500,4
6.841500,4
6.851200,2
6.853000,5
6.862900,0
6.884100,0
6.889500,0
6.894900,5
6.898300,0
6.906300,0
6.913500,5
6.915100,0
6.918200,1
6.924800,1
6.930000,1
6.935100,1
6.939700,2
6.945700,1
6.951900,1
6.954600,6
6.958600,1
6.972500,4
6.982200,4
6.994200,4
7.001100,4
7.023800,3
7.027900,2
7.073700,3
7.080500,3
7.107200,3
7.131300,2
7.136600,4
7.141700,2
7.147500,4
7.159200,4
7.189800,4
7.202200,2
7.206500,6
7.217200,0
7.223100,0
7.229900,0
7.237100,0
7.255900,0
7.259200,3
7.263600,6
7.264800,0
7.266800,3
7.268700,6
7.271800,0
7.311300,0
7.327100,6
7.332700,0
7.407700,0
7.410400,6
7.413600,0
7.417400,4
7.424700,4
7.429100,0
7.430700,4
7.453600,2
7.457400,2
7.469300,0
7.475800,0
7.482900,4
7.488600,2
7.492700,0
7.493100,2
7.497800,2
7.544800,0
7.571100,0
7.578700,0
7.585200,1
7.588500,0
7.591900,1
7.596600,4
7.597800,1
7.603800,1
7.604900,3
7.605500,6
7.609100,0
7.609600,2
7.610500,6
7.616100,2
7.617400,0
7.620400,1
7.637000,0
7.640500,3
7.653200,3
7.658200,6
7.664000,6
7.665300,3
7.685000,3
7.691800,3
7.715600,2
7.719700,2
7.742600,6
7.765900,0
7.774500,4
7.784600,4
7.801300,4
7.812900,1
7.814000,4
7.826700,4
7.848100,6
7.861700,5
7.881400,0
7.886800,5
7.888000,4
7.894800,2
7.898600,2
7.906000,2
7.930300,0
7.938600,0
7.950000,0
7.987800,0
8.021700,6
8.028000,6
8.040600,2
8.045600,2
8.051000,4
8.071800,4
8.074800,6
8.084200,4
8.103500,6
8.133800,0
8.139100,4
8.143000,0
8.159700,0
8.167100,0
8.181000,3
8.187600,3
8.198400,0
8.200800,6
8.205400,6
8.220500,0
8.238600,6
8.258900,4
8.260400,0
8.267300,0
8.270800,4
8.277300,0
8.292100,0
8.305300,0
8.314400,0
8.323600,0
8.335600,4
8.343600,4
8.344600,1
8.352300,0
8.355700,4
8.360700,0
8.361600,4
8.362400,5
8.366900,0
8.371400,5
8.374000,0
8.374600,3
8.378400,5
8.378900,4
8.384500,3
8.385900,5
8.394600,0
8.405800,3
8.415300,1
8.423000,0
8.437700,0
8.489600,0
8.496200,1
8.527200,2
8.530600,2
8.536100,3
8.542500,0
8.547000,4
8.558100,4
8.566000,3
8.568000,6
8.569300,4
8.572600,3
8.583100,4
8.594000,2
8.594000,4
8.598600,2
8.600700,0
8.606200,4
8.611800,3
8.618900,4
8.632400,4
8.656800,0
8.671400,1
8.681700,2
8.686300,2
8.698000,3
8.706300,6
8.711100,6
8.713700,0
8.752800,3
8.771200,0
8.779300,0
8.791100,0
8.798900,0
8.808800,0
8.815700,0
8.823900,4
8.828900,6
8.830800,4
8.841600,4
8.850100,4
8.859900,0
8.861600,4
8.895800,0
8.904000,0
8.916700,6
8.948100,0
8.955900,0
8.962400,6
8.964300,3
8.966400,0
8.969900,2
8.973500,2
8.979200,3
8.980400,2
8.994400,5
8.995300,6
9.028400,4
9.040600,4
9.061700,0
9.097800,4
9.112800,2
9.117200,2
9.121600,4
9.133200,4
9.144700,2
9.150000,2
9.174000,0
9.204100,3
9.206600,2
9.210400,3
9.212400,2
9.214300,0
9.223200,6
9.234700,3
9.240900,3
9.261400,6
9.280000,4
9.287100,2
9.293300,4
9.294200,2
9.305000,4
9.315000,4
9.324200,4
9.331100,4
9.333100,2
9.338100,2
9.369200,0
9.383500,0
9.392400,0
9.403500,0
9.411300,0
9.420200,0
9.420200,6
9.427300,0
9.443700,0
9.450300,0
9.461800,1
9.464500,0
9.469200,1
9.473300,0
9.515500,4
9.529200,4
9.540200,4
9.551800,4
9.562500,4
9.564100,2
9.569500,2
9.574100,4
9.577800,1
9.624900,0
9.633000,0
9.676100,4
9.679000,2
9.680600,0
9.683300,2
9.689800,2
9.691500,3
9.711300,6
9.714800,6
9.722100,3
9.722600,6
9.766700,6
9.771600,2
9.777400,2
9.784400,4
9.795100,4
9.798100,0
9.805900,4
9.811500,6
9.818700,4
9.826400,0
9.830700,4
9.833500,0
9.842500,0
9.851300,0
9.869800,0
9.871800,3
9.878400,3
9.879200,0
9.888400,0
9.901400,3
9.906200,2
9.907000,0
9.910100,6
9.915100,0
9.925400,0
9.934400,4
9.936800,3
9.943200,6
9.944200,3
9.972700,1
10.000900,0
10.038700,0
10.048800,1
10.053800,6
10.060800,6
10.064900,0
10.089200,0
10.106400,0
10.107400,2
10.112300,2
10.115900,0
10.123400,1
10.128900,1
10.129400,4
10.136900,1
10.140700,4
10.142500,0
10.143000,2
10.151500,4
10.164200,4
10.212900,6
10.214600,2
10.218800,2
10.223900,2
10.237100,4
10.278800,1
10.298500,3
10.307800,6
10.320400,0
10.333900,0
10.342600,0
10.349300,3
10.360200,4
10.365500,0
10.371100,4
10.372500,0
10.382400,0
10.405700,1
10.414500,2
10.418500,3
10.419400,2
10.423600,3
10.425200,0
10.426300,3
10.430500,6
10.434300,0
10.438400,4
10.469900,0
10.483000,0
10.494000,4
10.512800,0
10.543000,0
10.553700,1
10.612700,0
10.615800,4
10.619500,0
10.629300,4
10.631600,1
10.641100,4
10.642800,0
10.652800,4
10.656800,0
10.669800,0
10.683900,3
10.684400,0
10.687100,6
10.703900,0
10.711200,0
10.722800,0
10.726500,1
10.740100,0
10.753600,0
10.767700,1
10.771300,3
10.774500,6
10.799800,4
10.806700,4
10.813400,0
10.815200,4
10.819800,5
10.822500,0
10.826400,4
